source_anime_id,source_title,source_genre,recommended_anime_id,recommended_title,recommended_title_display,recommended_genre,recommended_studio,recommended_year,recommended_community_score,recommended_review_count,recommended_positive_ratio,recommended_avg_sentiment,recommended_avg_review_score,recommendation_score,rank
124194,Fruits Basket: The Final,Comedy,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,3
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,4
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,5
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,6
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,109731,Hibike! Euphonium 3,Sound! Euphonium 3,Drama,Kyoto Animation,2024,87.0,5,0.6,0.7847,98.0,0.708,7
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,130003,Bocchi the Rock!,BOCCHI THE ROCK!,Comedy,CloverWorks,2022,87.0,5,0.6,0.8155,86.8,0.708,8
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,4181,CLANNAD: After Story,Clannad: After Story,Drama,Kyoto Animation,2008,87.0,5,0.6,0.5872,92.8,0.708,9
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Comedy,9969,Gintama',Gintama Season 2,Action,Sunrise,2011,89.0,2,0.5,0.6388,84.0,0.656,10
128207,THE FIRST SLAM DUNK,Sports,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
128207,THE FIRST SLAM DUNK,Sports,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
128207,THE FIRST SLAM DUNK,Sports,263,Hajime no Ippo: THE FIGHTING!,Hajime no Ippo: The Fighting!,Comedy,MADHOUSE,2000,87.0,5,0.4,0.733,94.2,0.588,3
128207,THE FIRST SLAM DUNK,Sports,2921,Ashita no Joe 2,Tomorrow's Joe 2,Action,Tokyo Movie Shinsha,1980,88.0,5,0.2,0.6492,100.0,0.472,4
130003,Bocchi the Rock!,Comedy,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
130003,Bocchi the Rock!,Comedy,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
130003,Bocchi the Rock!,Comedy,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,3
130003,Bocchi the Rock!,Comedy,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,4
130003,Bocchi the Rock!,Comedy,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,5
130003,Bocchi the Rock!,Comedy,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,6
130003,Bocchi the Rock!,Comedy,4181,CLANNAD: After Story,Clannad: After Story,Drama,Kyoto Animation,2008,87.0,5,0.6,0.5872,92.8,0.708,7
130003,Bocchi the Rock!,Comedy,109731,Hibike! Euphonium 3,Sound! Euphonium 3,Drama,Kyoto Animation,2024,87.0,5,0.6,0.7847,98.0,0.708,8
130003,Bocchi the Rock!,Comedy,9969,Gintama',Gintama Season 2,Action,Sunrise,2011,89.0,2,0.5,0.6388,84.0,0.656,9
130003,Bocchi the Rock!,Comedy,98478,3-gatsu no Lion 2nd Season,March comes in like a lion Season 2,Drama,Shaft,2017,89.0,5,0.4,0.8012,88.6,0.596,10
131586,86: Eighty Six Part 2,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
131586,86: Eighty Six Part 2,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
131586,86: Eighty Six Part 2,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
131586,86: Eighty Six Part 2,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
131586,86: Eighty Six Part 2,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
131586,86: Eighty Six Part 2,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,6
131586,86: Eighty Six Part 2,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,7
131586,86: Eighty Six Part 2,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
131586,86: Eighty Six Part 2,Action,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,9
131586,86: Eighty Six Part 2,Action,136430,VINLAND SAGA SEASON 2,Vinland Saga Season 2,Action,MAPPA,2023,88.0,5,0.6,0.7726,96.0,0.712,10
136430,VINLAND SAGA SEASON 2,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
136430,VINLAND SAGA SEASON 2,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
136430,VINLAND SAGA SEASON 2,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
136430,VINLAND SAGA SEASON 2,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
136430,VINLAND SAGA SEASON 2,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
136430,VINLAND SAGA SEASON 2,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,6
136430,VINLAND SAGA SEASON 2,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,7
136430,VINLAND SAGA SEASON 2,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
136430,VINLAND SAGA SEASON 2,Action,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,9
136430,VINLAND SAGA SEASON 2,Action,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
140439,Mob Psycho 100 III,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
140439,Mob Psycho 100 III,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
140439,Mob Psycho 100 III,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
140439,Mob Psycho 100 III,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
140439,Mob Psycho 100 III,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
140439,Mob Psycho 100 III,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
140439,Mob Psycho 100 III,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,7
140439,Mob Psycho 100 III,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
140439,Mob Psycho 100 III,Action,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,9
140439,Mob Psycho 100 III,Action,136430,VINLAND SAGA SEASON 2,Vinland Saga Season 2,Action,MAPPA,2023,88.0,5,0.6,0.7726,96.0,0.712,10
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,7
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,9
146984,Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Action,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,10
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,3
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,4
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,5
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,6
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,7
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,109731,Hibike! Euphonium 3,Sound! Euphonium 3,Drama,Kyoto Animation,2024,87.0,5,0.6,0.7847,98.0,0.708,8
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,4181,CLANNAD: After Story,Clannad: After Story,Drama,Kyoto Animation,2008,87.0,5,0.6,0.5872,92.8,0.708,9
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Comedy,130003,Bocchi the Rock!,BOCCHI THE ROCK!,Comedy,CloverWorks,2022,87.0,5,0.6,0.8155,86.8,0.708,10
154587,Sousou no Frieren,Adventure,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
154587,Sousou no Frieren,Adventure,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
154587,Sousou no Frieren,Adventure,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,3
154587,Sousou no Frieren,Adventure,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,4
154587,Sousou no Frieren,Adventure,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,5
154587,Sousou no Frieren,Adventure,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
154587,Sousou no Frieren,Adventure,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
154587,Sousou no Frieren,Adventure,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,8
154587,Sousou no Frieren,Adventure,136430,VINLAND SAGA SEASON 2,Vinland Saga Season 2,Action,MAPPA,2023,88.0,5,0.6,0.7726,96.0,0.712,9
154587,Sousou no Frieren,Adventure,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
161645,Kusuriya no Hitorigoto,Drama,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
161645,Kusuriya no Hitorigoto,Drama,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
161645,Kusuriya no Hitorigoto,Drama,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
161645,Kusuriya no Hitorigoto,Drama,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,4
161645,Kusuriya no Hitorigoto,Drama,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,5
161645,Kusuriya no Hitorigoto,Drama,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,6
161645,Kusuriya no Hitorigoto,Drama,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
161645,Kusuriya no Hitorigoto,Drama,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,8
161645,Kusuriya no Hitorigoto,Drama,136430,VINLAND SAGA SEASON 2,Vinland Saga Season 2,Action,MAPPA,2023,88.0,5,0.6,0.7726,96.0,0.712,9
161645,Kusuriya no Hitorigoto,Drama,109731,Hibike! Euphonium 3,Sound! Euphonium 3,Drama,Kyoto Animation,2024,87.0,5,0.6,0.7847,98.0,0.708,10
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,7
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,8
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,9
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Action,136430,VINLAND SAGA SEASON 2,Vinland Saga Season 2,Action,MAPPA,2023,88.0,5,0.6,0.7726,96.0,0.712,10
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,3
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,4
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,5
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,6
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,4181,CLANNAD: After Story,Clannad: After Story,Drama,Kyoto Animation,2008,87.0,5,0.6,0.5872,92.8,0.708,8
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,130003,Bocchi the Rock!,BOCCHI THE ROCK!,Comedy,CloverWorks,2022,87.0,5,0.6,0.8155,86.8,0.708,9
166216,Boku no Kokoro no Yabai Yatsu 2nd Season,Comedy,109731,Hibike! Euphonium 3,Sound! Euphonium 3,Drama,Kyoto Animation,2024,87.0,5,0.6,0.7847,98.0,0.708,10
171627,Chainsaw Man: Reze-hen,Action,172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Umamusume: Pretty Derby - Beginning of a New Era,Drama,CygamesPictures,2024,87.0,4,1.0,0.8943,89.5,0.948,1
171627,Chainsaw Man: Reze-hen,Action,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,2
171627,Chainsaw Man: Reze-hen,Action,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,3
171627,Chainsaw Man: Reze-hen,Action,182896,Boku no Hero Academia FINAL SEASON,My Hero Academia FINAL SEASON,Action,bones film,2025,87.0,5,0.8,0.7265,93.8,0.828,4
171627,Chainsaw Man: Reze-hen,Action,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,5
171627,Chainsaw Man: Reze-hen,Action,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,6
171627,Chainsaw Man: Reze-hen,Action,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,7
171627,Chainsaw Man: Reze-hen,Action,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,8
171627,Chainsaw Man: Reze-hen,Action,136430,VINLAND SAGA SEASON 2,Vinland Saga Season 2,Action,MAPPA,2023,88.0,5,0.6,0.7726,96.0,0.712,9
171627,Chainsaw Man: Reze-hen,Action,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,10
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,Comedy,Production I.G,2016,87.0,2,1.0,0.9219,87.5,0.948,1
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,154587,Sousou no Frieren,Frieren: Beyond Journey’s End,Adventure,MADHOUSE,2023,91.0,5,0.8,0.665,92.0,0.844,2
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,114129,Gintama: THE FINAL,Gintama: THE VERY FINAL,Action,Bandai Namco Pictures,2021,91.0,5,0.6,0.6654,99.4,0.724,3
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,171627,Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,Action,MAPPA,2025,90.0,5,0.6,0.6898,98.8,0.72,4
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,20996,Gintama°,Gintama Season 3,Action,Bandai Namco Pictures,2015,90.0,5,0.6,0.7406,95.4,0.72,5
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Comedy,A-1 Pictures,2022,89.0,5,0.6,0.7341,95.0,0.716,6
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,124194,Fruits Basket: The Final,Fruits Basket The Final Season,Comedy,TMS Entertainment,2021,89.0,5,0.6,0.8566,88.0,0.716,7
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,161645,Kusuriya no Hitorigoto,The Apothecary Diaries,Drama,OLM,2023,88.0,5,0.6,0.7431,60.6,0.712,8
172420,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Drama,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Drama,Kitty Film,1988,88.0,5,0.6,0.8392,96.4,0.712,9
